,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,valid
735,Partial Root-Zone Drying (PRD) 50,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,,,4.92 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
736,Full Irrigation (FI) 100% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,20.35 t ha-2,,4.15 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
737,Deficit Irrigation (DI) 75% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,20.73 t ha-2,,4.45 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
738,Partial Root-Zone Drying (PRD) 50,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,13.01 t ha-2,,4.92 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
739,Full Irrigation (FI) 100% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,20.73 t ha-2,,4.15 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
740,Deficit Irrigation (DI) 75% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,16.84 t ha-2,,4.45 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
741,Partial Root-Zone Drying (PRD) 50,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,14.64 t ha-2,,4.47 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
742,Full Irrigation (FI) 100% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,22.04 t ha-2,,3.95 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
743,Deficit Irrigation (DI) 75% ETC,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,17.67 t ha-2,,4.71 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
744,Partial Root-Zone Drying (PRD) 50,"Saida, Tunisia",37°N,10°EST,28 m,clay-loam,,02 March 2017,Solanum tuberosum cv. Spunta,41667 plants ha-1,,14.21 t ha-2,,4.25 kg m-3,https://doi.org/10.22161/ijaers.5.2.4,2025-11-25 00:21:09,8.0,True
745,Micro sprinkler irrigation,"Malheur Experiment Station, Ontario, Oregon, USA","43˚58'55""N","117˚01'27""W",683 m,silt loam,,2001-2004,Hybrid poplar (Populus deltoides x P. nigra),,,,,,https://doi.org/10.4236/jwarp.2016.82013,2025-11-25 00:24:25,8.0,True
746,Drip irrigation,"Malheur Experiment Station, Ontario, Oregon, USA","43˚58'44""N","117˚01'03""W",676 m,Owyhee silt loam,,2002-2002,Potato (Solanum tuberosum),,,,,,https://doi.org/10.4236/jwarp.2016.82013,2025-11-25 00:24:25,8.0,True
747,Furrow irrigation,"Malheur Experiment Station, Ontario, Oregon, USA","43˚58'48""N","117˚01'01""W",675 m,Owyhee silt loam,1.25 ha,2004-2004,Onion (Allium cepa),,,,,,https://doi.org/10.4236/jwarp.2016.82013,2025-11-25 00:24:25,8.0,True
748,Furrow irrigation,"Malheur Experiment Station, Ontario, Oregon, USA","43˚58'04""N","117˚01'17""W",675 m,Greenleaf silt loam,0.6 ha,2003-2003,Onion (Allium cepa),,,,,,https://doi.org/10.4236/jwarp.2016.82013,2025-11-25 00:24:25,8.0,True
749,Full irrigation (I100),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2010,Solanum tuberosum L. cv. Spunta,,,22.72 t/ha,,4.89 kg/m3,https://doi.org/10.4236/ajps.2015.64054,2025-11-25 00:26:16,9.0,True
750,Deficit irrigation (I60),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2010,Solanum tuberosum L. cv. Spunta,,,15.94 t/ha,,7.07 kg/m3,https://doi.org/10.4236/ajps.2015.64054,2025-11-25 00:26:16,9.0,True
751,Deficit irrigation (I30),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2010,Solanum tuberosum L. cv. Spunta,,,9.24 t/ha,,9.16 kg/m3,https://doi.org/10.4236/ajps.2015.64054,2025-11-25 00:26:16,9.0,True
752,Full irrigation (I100),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2011,Solanum tuberosum L. cv. Spunta,,,25.12 t/ha,,5.90 kg/m3,https://doi.org/10.4236/ajps.2015.64054,2025-11-25 00:26:16,9.0,True
753,Deficit irrigation (I60),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2011,Solanum tuberosum L. cv. Spunta,,,19.70 t/ha,,8.14 kg/m3,https://doi.org/10.4236/ajps.2015.64054,2025-11-25 00:26:16,9.0,True
754,Deficit irrigation (I30),"Médenine, Tunisia",33.8333,10.64,30 m,sandy soil,,2011,Solanum tuberosum L. cv. Spunta,,,11.91 t/ha,,12.31 kg/m3,https://doi.org/10.4236/ajps.2015.64054,2025-11-25 00:26:16,9.0,True
755,Farmer custom based irrigation (control),"Tulkarm, Palestine","32°18'52.6""N","35°01'19.1""E",,loam clay,1000 square meters,November 2017 to April 2018,Tomato (Lycopersicon esculentum L.),520,,146.5 kg,,13 kg/m3,https://doi.org/10.1016/j.agwat.2009.04.007,2025-11-25 00:40:48,9.0,True
756,Sensor based irrigation (-20 kPa),"Tulkarm, Palestine","32°18'52.6""N","35°01'19.1""E",,loam clay,1000 square meters,November 2017 to April 2018,Tomato (Lycopersicon esculentum L.),520,,196.0 kg,,63 kg/m3,https://doi.org/10.1016/j.agwat.2009.04.007,2025-11-25 00:40:48,9.0,True
757,Sensor based irrigation (-40 kPa),"Tulkarm, Palestine","32°18'52.6""N","35°01'19.1""E",,loam clay,1000 square meters,November 2017 to April 2018,Tomato (Lycopersicon esculentum L.),520,,250.5 kg,,167 kg/m3,https://doi.org/10.1016/j.agwat.2009.04.007,2025-11-25 00:40:48,9.0,True
758,Sensor based irrigation (-60 kPa),"Tulkarm, Palestine","32°18'52.6""N","35°01'19.1""E",,loam clay,1000 square meters,November 2017 to April 2018,Tomato (Lycopersicon esculentum L.),520,,144.4 kg,,120 kg/m3,https://doi.org/10.1016/j.agwat.2009.04.007,2025-11-25 00:40:48,9.0,True
759,Full Irrigation (FI) at 100% crop evapotranspiration (ETc),"University of Padova, Legnaro, Italy",45.35° N,11.95° E,7 m a.s.l.,silty loam,,June to September 2022,Lycopersicum esculentum L.,2.5 plants m²,,45.94 Mg ha⁻¹,,1.77 kg m⁻³,https://doi.org/10.1016/j.scienta.2023.112770,2025-11-25 00:57:24,9.0,True
760,Deficit Irrigation (DI) at 75% of Full Irrigation,"University of Padova, Legnaro, Italy",45.35° N,11.95° E,7 m a.s.l.,silty loam,,June to September 2022,Lycopersicum esculentum L.,2.5 plants m²,,41.94 Mg ha⁻¹,,1.62 kg m⁻³,https://doi.org/10.1016/j.scienta.2023.112770,2025-11-25 00:57:24,9.0,True
761,Conventional Tillage with 3 Irrigations,"Rajshahi, Bangladesh",24.22 N,88.39 E,12 m,clay,,2016,Puddled Transplanted Rice,,,,,,https://doi.org/10.1016/j.fcr.2021.108344,2025-11-25 01:10:02,8.0,True
762,Conventional Tillage with 3 Irrigations,"Rajshahi, Bangladesh",24.22 N,88.39 E,12 m,clay,,2017,Conventional Tilled Wheat,,,,,,https://doi.org/10.1016/j.fcr.2021.108344,2025-11-25 01:10:02,8.0,True
763,Conventional Tillage with 3 Irrigations,"Rajshahi, Bangladesh",24.22 N,88.39 E,12 m,clay,,2016,CT Mungbean,,,,,,https://doi.org/10.1016/j.fcr.2021.108344,2025-11-25 01:10:02,8.0,True
764,Zero Tillage with 3 Irrigations,"Dinajpur, Bangladesh",25.89 N,88.76 E,41 m,sandy loam,,2017,Unpuddled Transplanted Rice,,,,,,https://doi.org/10.1016/j.fcr.2021.108344,2025-11-25 01:10:02,8.0,True
765,Zero Tillage with 3 Irrigations,"Dinajpur, Bangladesh",25.89 N,88.76 E,41 m,sandy loam,,2018,ZT Wheat,,,,,,https://doi.org/10.1016/j.fcr.2021.108344,2025-11-25 01:10:02,8.0,True
766,Zero Tillage with 2 Irrigations,"Dinajpur, Bangladesh",25.89 N,88.76 E,41 m,sandy loam,,2018,ZT Mungbean,,,,,,https://doi.org/10.1016/j.fcr.2021.108344,2025-11-25 01:10:02,8.0,True
767,Zero Tillage with 1 Irrigation,"Dinajpur, Bangladesh",25.89 N,88.76 E,41 m,sandy loam,,2018,ZT Mungbean,,,,,,https://doi.org/10.1016/j.fcr.2021.108344,2025-11-25 01:10:02,8.0,True
768,Rainfed System,"Dinajpur, Bangladesh",25.89 N,88.76 E,41 m,sandy loam,,2018,Rainfed Unpuddled Transplanted Rice,,,,,,https://doi.org/10.1016/j.fcr.2021.108344,2025-11-25 01:10:02,8.0,True
769,Irrigation every 4 days,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,22.86 g/plant,113.76 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
770,Irrigation every 6 days,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,31.20 g/plant,129.36 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
771,Irrigation every 8 days,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,28.00 g/plant,93.13 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
772,Irrigation every 4 days with 10 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,27.03 g/plant,129.36 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
773,Irrigation every 6 days with 10 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,36.46 g/plant,123.86 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
774,Irrigation every 8 days with 10 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,34.60 g/plant,118.40 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
775,Irrigation every 4 days with 20 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,31.10 g/plant,142.13 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
776,Irrigation every 6 days with 20 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,43.53 g/plant,140.30 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
777,Irrigation every 8 days with 20 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,41.96 g/plant,132.16 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
778,Irrigation every 4 days with 30 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,37.26 g/plant,159.26 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
779,Irrigation every 6 days with 30 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,46.20 g/plant,151.70 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
780,Irrigation every 8 days with 30 mg/L sodium selenate,"Balouza Research Station, North Sinai, Egypt",,,,sandy,,2018-10-12,Foeniculum vulgare,1,,44.73 g/plant,143.83 cm,,https://doi.org/10.36632/mejar/2021.10.1.25,2025-11-25 01:11:57,8.0,True
781,Soil Water Storage Capacity 40%,"Szarvas, Hungary",,,,clay,,"April 29, 2020 - September 3, 2020",maize,,,135.068 g,,,https://doi.org/10.18380/SZIE.COLUM.2022.9.2.155,2025-11-25 01:13:28,8.0,True
782,Soil Water Storage Capacity 60%,"Szarvas, Hungary",,,,clay,,"April 29, 2020 - September 3, 2020",maize,,,184.191 g,,,https://doi.org/10.18380/SZIE.COLUM.2022.9.2.155,2025-11-25 01:13:28,8.0,True
783,Soil Water Storage Capacity 80%,"Szarvas, Hungary",,,,clay,,"April 29, 2020 - September 3, 2020",maize,,,218.291 g,,,https://doi.org/10.18380/SZIE.COLUM.2022.9.2.155,2025-11-25 01:13:28,8.0,True
784,,"Szarvas, Hungary",,,,clay,,"April 29, 2020 - September 3, 2020",maize,,,,,,https://doi.org/10.18380/SZIE.COLUM.2022.9.2.155,2025-11-25 01:13:28,8.0,True
785,Surface drip irrigation,"Department of Southern Area Crop Science, National Institute of Crop Science, Republic of Korea",35°29'N,128°44'E,14 m,sandy loam,2 × 2 m,"November 6-7, 2019",,,,,,,https://doi.org/10.7235/HORT.20200058,2025-11-25 01:15:19,8.0,True
786,Surface drip irrigation,"Department of Southern Area Crop Science, National Institute of Crop Science, Republic of Korea",35°29'N,128°44'E,14 m,sandy loam,2 × 2 m,"November 6-7, 2019",,,,,,,https://doi.org/10.7235/HORT.20200058,2025-11-25 01:15:19,8.0,True
787,Surface drip irrigation,"Department of Southern Area Crop Science, National Institute of Crop Science, Republic of Korea",35°29'N,128°44'E,14 m,sandy loam,2 × 2 m,"November 6-7, 2019",,,,,,,https://doi.org/10.7235/HORT.20200058,2025-11-25 01:15:19,8.0,True
788,,"Fuchu, Tokyo, Japan",,,,burnt red clay,,"September 28, 2016 to January 23, 2017",tomato,,,36.06 g,680 mm,WUE calculated as fruit weight to crop water absorption ratio,https://doi.org/10.17660/eJHS.2021/86.5.11,2025-11-25 01:16:04,9.0,True
789,,"Fuchu, Tokyo, Japan",,,,burnt red clay,,"September 28, 2016 to January 23, 2017",tomato,,,32.14 g,580 mm,WUE calculated as fruit weight to crop water absorption ratio,https://doi.org/10.17660/eJHS.2021/86.5.11,2025-11-25 01:16:04,9.0,True
790,Deficit Irrigation (DI),Mediterranean area,,,,,,,Almond (Prunus dulcis),,,Yield reductions below 20% with 30% water savings,,,https://doi.org/10.19084/rca.19651,2025-11-25 01:18:32,9.0,True
791,Regulated Deficit Irrigation (RDI),Mediterranean area,,,,,,,Almond (Prunus dulcis),,,Yield reductions of 7% with 28% water savings,,Improved WUE with 30% less irrigation water,https://doi.org/10.19084/rca.19651,2025-11-25 01:18:32,9.0,True
792,Sustained Deficit Irrigation (SDI),Mediterranean area,,,,,,,Almond (Prunus dulcis),,,Similar productions to full irrigated trees,,Lower yield reductions compared to RDI,https://doi.org/10.19084/rca.19651,2025-11-25 01:18:32,9.0,True
793,Low-Frequency Deficit Irrigation (LFDI),Mediterranean area,,,,,,,Almond (Prunus dulcis),,,Similar yields to non-stressed control trees,,Significant improvements in WUE,https://doi.org/10.19084/rca.19651,2025-11-25 01:18:32,9.0,True
794,Partial Root Drying (PRD),Mediterranean area,,,,,,,Almond (Prunus dulcis),,,Similar yields to RDI with less water,,,https://doi.org/10.19084/rca.19651,2025-11-25 01:18:32,9.0,True
795,,"California, USA",,,,,"400,000 ha",,Almond (Prunus dulcis),,,"1.5 Mt with average productivity of 3,500-4,000 kg ha-1",,,https://doi.org/10.19084/rca.19651,2025-11-25 01:18:32,9.0,True
796,,South Spain,,,,,"700,000 ha",,Almond (Prunus dulcis),,,"200,000 t with average productivity of 300 kg ha-1",,,https://doi.org/10.19084/rca.19651,2025-11-25 01:18:32,9.0,True
797,75% ETc,Aksum University Selekleka Research and Technology Transfer Center,"14 08' 57""N","38 17' 02""E",1945 meters,vertisol,,December 2018 to May 2019,Tomato (Solanum lycopersicum L.),,,29.90 Mg/ha,53.07 cm,47.02 +1.60 kg/mm,https://doi.org/10.2174/1874331501913010198,2025-11-25 01:19:20,8.0,True
798,75% ETc,Aksum University Selekleka Research and Technology Transfer Center,"14 08' 57""N","38 17' 02""E",1945 meters,vertisol,,December 2018 to May 2019,Tomato (Solanum lycopersicum L.),,,219 +27.30 kg/kg,,50.88 +3.51 kg/mm,https://doi.org/10.2174/1874331501913010198,2025-11-25 01:19:20,8.0,True
799,100% ETc,Aksum University Selekleka Research and Technology Transfer Center,"14 08' 57""N","38 17' 02""E",1945 meters,vertisol,,December 2018 to May 2019,Tomato (Solanum lycopersicum L.),,,25.57 Mg/ha,52.83 cm,,https://doi.org/10.2174/1874331501913010198,2025-11-25 01:19:20,8.0,True
800,50% ETc,Aksum University Selekleka Research and Technology Transfer Center,"14 08' 57""N","38 17' 02""E",1945 meters,vertisol,,December 2018 to May 2019,Tomato (Solanum lycopersicum L.),,,13.70 Mg/ha,40.03 cm,,https://doi.org/10.2174/1874331501913010198,2025-11-25 01:19:20,8.0,True
801,,Aksum University Selekleka Research and Technology Transfer Center,"14 08' 57""N","38 17' 02""E",1945 meters,vertisol,,December 2018 to May 2019,Tomato (Solanum lycopersicum L.),,,,,,https://doi.org/10.2174/1874331501913010198,2025-11-25 01:19:20,8.0,True
802,sprinkler irrigation,"Nebraska, USA",40.25,-97.0,,,,1979-2018,C4 crops (corn),,,271±75 mm year-1,,,https://doi.org/10.5281/zenodo.5718063,2025-11-25 01:21:31,9.0,True
803,,"Nebraska, USA",40.25,-97.0,,,,1979-2018,C3 crops (wheat),,,,,,https://doi.org/10.5281/zenodo.5718063,2025-11-25 01:21:31,9.0,True
804,,"Nebraska, USA",40.25,-97.0,,,,1979-2018,shrubs (orchards),,,,,,https://doi.org/10.5281/zenodo.5718063,2025-11-25 01:21:31,9.0,True
805,Soil Moisture-based (SM) 100%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2021,Carrot (Daucus carota),,,43.3 t/ha,,18.1 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
806,Soil Moisture-based (SM) 75%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2021,Carrot (Daucus carota),,,43.1 t/ha,,22.9 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
807,Soil Moisture-based (SM) 50%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2021,Carrot (Daucus carota),,,42.9 t/ha,,31.4 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
808,Soil Moisture-based (SM) 25%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2021,Carrot (Daucus carota),,,14.4 t/ha,,16.5 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
809,Evapotranspiration-based (ET) 100%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2021,Carrot (Daucus carota),,,43.2 t/ha,,14.6 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
810,Evapotranspiration-based (ET) 75%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2021,Carrot (Daucus carota),,,43.0 t/ha,,18.7 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
811,Evapotranspiration-based (ET) 50%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2021,Carrot (Daucus carota),,,42.9 t/ha,,25.8 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
812,Evapotranspiration-based (ET) 25%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2021,Carrot (Daucus carota),,,14.4 t/ha,,13.9 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
813,Soil Moisture-based (SM) 100%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2022,Carrot (Daucus carota),,,42.3 t/ha,,13.82 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
814,Soil Moisture-based (SM) 75%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2022,Carrot (Daucus carota),,,42.1 t/ha,,17.62 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
815,Soil Moisture-based (SM) 50%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2022,Carrot (Daucus carota),,,41.9 t/ha,,24.50 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
816,Soil Moisture-based (SM) 25%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2022,Carrot (Daucus carota),,,13.4 t/ha,,12.88 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
817,Evapotranspiration-based (ET) 100%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2022,Carrot (Daucus carota),,,42.2 t/ha,,11.59 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
818,Evapotranspiration-based (ET) 75%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2022,Carrot (Daucus carota),,,42.0 t/ha,,12.02 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
819,Evapotranspiration-based (ET) 50%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2022,Carrot (Daucus carota),,,41.9 t/ha,,21.16 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
820,Evapotranspiration-based (ET) 25%,"Arba Minch, Ethiopia",6°040’ N,37°33’02’’ E,1203 m,loam,,2022,Carrot (Daucus carota),,,13.4 t/ha,,11.55 kg/m³,https://doi.org/10.59122/EJWST519t6,2025-11-25 01:29:52,10.0,True
821,Deficit irrigation (40% ETc),"Yucheng Experimental Station, North China Plain",36° 50′ N,116° 34′ E,28 m,silt loam,3.14 m2,1998-2003,Wheat,,,1848 kg ha-1,,,https://doi.org/10.13031/trans.12363,2025-11-25 01:40:27,9.0,True
822,Deficit irrigation (60% ETc),"Yucheng Experimental Station, North China Plain",36° 50′ N,116° 34′ E,28 m,silt loam,3.14 m2,1998-2003,Wheat,,,4829 kg ha-1,,,https://doi.org/10.13031/trans.12363,2025-11-25 01:40:27,9.0,True
823,Deficit irrigation (80% ETc),"Yucheng Experimental Station, North China Plain",36° 50′ N,116° 34′ E,28 m,silt loam,3.14 m2,1998-2003,Wheat,,,,,,https://doi.org/10.13031/trans.12363,2025-11-25 01:40:27,9.0,True
824,Deficit irrigation (100% ETc),"Yucheng Experimental Station, North China Plain",36° 50′ N,116° 34′ E,28 m,silt loam,3.14 m2,1998-2003,Wheat,,,4751 kg ha-1,,7.7 kg ha-1 mm-1,https://doi.org/10.13031/trans.12363,2025-11-25 01:40:27,9.0,True
825,Deficit irrigation (40% ETc),"Yucheng Experimental Station, North China Plain",36° 50′ N,116° 34′ E,28 m,silt loam,3.14 m2,1998-2003,Maize,,,5175 kg ha-1,,,https://doi.org/10.13031/trans.12363,2025-11-25 01:40:27,9.0,True
826,Deficit irrigation (60% ETc),"Yucheng Experimental Station, North China Plain",36° 50′ N,116° 34′ E,28 m,silt loam,3.14 m2,1998-2003,Maize,,,5716 kg ha-1,,14.2 kg ha-1 mm-1,https://doi.org/10.13031/trans.12363,2025-11-25 01:40:27,9.0,True
827,Deficit irrigation (80% ETc),"Yucheng Experimental Station, North China Plain",36° 50′ N,116° 34′ E,28 m,silt loam,3.14 m2,1998-2003,Maize,,,5629 kg ha-1,,14.4 kg ha-1 mm-1,https://doi.org/10.13031/trans.12363,2025-11-25 01:40:27,9.0,True
828,Deficit irrigation (100% ETc),"Yucheng Experimental Station, North China Plain",36° 50′ N,116° 34′ E,28 m,silt loam,3.14 m2,1998-2003,Maize,,,5715 kg ha-1,,14.3 kg ha-1 mm-1,https://doi.org/10.13031/trans.12363,2025-11-25 01:40:27,9.0,True
829,Full Irrigation (FI),"Deir Al-Hajar Agricultural Experiment Station, near Damascus, Syria",33°20′ N,36°26′ E,600 m,clay loam,,2014,Gossypium hirsutum L.,67000 holes ha-1,,4500 kg ha-1,,0.588 kg m-3,https://doi.org/10.2174/1874331501812010001,2025-11-25 02:02:35,8.0,True
830,Full Irrigation (FI),"Deir Al-Hajar Agricultural Experiment Station, near Damascus, Syria",33°20′ N,36°26′ E,600 m,clay loam,,2015,Gossypium hirsutum L.,67000 holes ha-1,,4827 kg ha-1,,0.593 kg m-3,https://doi.org/10.2174/1874331501812010001,2025-11-25 02:02:35,8.0,True
831,Fixed Partial Rootzone Drying Irrigation (FPRD80),"Deir Al-Hajar Agricultural Experiment Station, near Damascus, Syria",33°20′ N,36°26′ E,600 m,clay loam,,2014,Gossypium hirsutum L.,67000 holes ha-1,,3091.1 kg ha-1,,0.513 kg m-3,https://doi.org/10.2174/1874331501812010001,2025-11-25 02:02:35,8.0,True
832,Fixed Partial Rootzone Drying Irrigation (FPRD80),"Deir Al-Hajar Agricultural Experiment Station, near Damascus, Syria",33°20′ N,36°26′ E,600 m,clay loam,,2015,Gossypium hirsutum L.,67000 holes ha-1,,3133.4 kg ha-1,,0.492 kg m-3,https://doi.org/10.2174/1874331501812010001,2025-11-25 02:02:35,8.0,True
833,Alternate Partial Rootzone Drying Irrigation (APRD80),"Deir Al-Hajar Agricultural Experiment Station, near Damascus, Syria",33°20′ N,36°26′ E,600 m,clay loam,,2014,Gossypium hirsutum L.,67000 holes ha-1,,2740.2 kg ha-1,,0.457 kg m-3,https://doi.org/10.2174/1874331501812010001,2025-11-25 02:02:35,8.0,True
834,Alternate Partial Rootzone Drying Irrigation (APRD80),"Deir Al-Hajar Agricultural Experiment Station, near Damascus, Syria",33°20′ N,36°26′ E,600 m,clay loam,,2015,Gossypium hirsutum L.,67000 holes ha-1,,2412.1 kg ha-1,,0.375 kg m-3,https://doi.org/10.2174/1874331501812010001,2025-11-25 02:02:35,8.0,True
835,Traditional assessment of the crop,University of Georgia’s Tifton Campus,,,,,2.3 ha,27 April 2004,Round-Up Ready 555 DPL cotton,,,,,,https://doi.org/10.1016/j.compag.2007.05.009,2025-11-25 02:10:55,8.0,True
836,Smart sensor array,University of Georgia’s Tifton Campus,,,,,2.3 ha,27 April 2004,Round-Up Ready 555 DPL cotton,,,,,,https://doi.org/10.1016/j.compag.2007.05.009,2025-11-25 02:10:55,8.0,True
