,irrigation_scheduling_method,location,latitude,longitude,altitude,soil_type,farm_size,experiment_date,plant_type,number_of_plants,fruit_quality,plant_yield,plant_height,water_productivity,doi_url,processed_at,relevance_score,valid
900,,"Instructional Research Farm, Krishi Nagar, Department of Agronomy, College of Agriculture, Jawaharlal Nehru Krishi Vishwa Vidyalaya, Jabalpur (Madhya Pradesh), India",,,,sandy clay loam,,29 November 2020,Wheat + Mustard (6:2),,,"2755 kg/ha (Wheat), 1135 kg/ha (Mustard)","67.29 cm (Wheat), 127.67 cm (Mustard)",,http://dx.doi.org/10.5281/zenodo.7790864,2025-09-12 23:36:58,8.0,True
901,,"Instructional Research Farm, Krishi Nagar, Department of Agronomy, College of Agriculture, Jawaharlal Nehru Krishi Vishwa Vidyalaya, Jabalpur (Madhya Pradesh), India",,,,sandy clay loam,,29 November 2020,Wheat + Mustard (8:2),,,"3051 kg/ha (Wheat), 1116 kg/ha (Mustard)","69.14 cm (Wheat), 126.44 cm (Mustard)",,http://dx.doi.org/10.5281/zenodo.7790864,2025-09-12 23:36:58,8.0,True
902,Flood irrigation,"Faisalabad, Punjab, Pakistan",,,,sandy loam,,2007-2008,Wheat,,,3212 kg ha−1,,11.8 kg ha−1 mm−1,https://doi.org/10.1007/s10333-022-00911-9,2025-09-12 23:38:02,9.0,True
903,Flood irrigation,"Faisalabad, Punjab, Pakistan",,,,sandy loam,,2008-2009,Wheat,,,3707 kg ha−1,,13.6 kg ha−1 mm−1,https://doi.org/10.1007/s10333-022-00911-9,2025-09-12 23:38:02,9.0,True
904,,"Faisalabad, Punjab, Pakistan",,,,,,2007-2008,Wheat,,,4289 kg ha−1,,12.2 kg ha−1 mm−1,https://doi.org/10.1007/s10333-022-00911-9,2025-09-12 23:38:02,9.0,True
905,,"Faisalabad, Punjab, Pakistan",,,,,,2008-2009,Wheat,,,6297 kg ha−1,,22.7 kg ha−1 mm−1,https://doi.org/10.1007/s10333-022-00911-9,2025-09-12 23:38:02,9.0,True
906,Flood irrigation,"Faisalabad, Punjab, Pakistan",,,,,,2007-2008,Corn,,,,,,https://doi.org/10.1007/s10333-022-00911-9,2025-09-12 23:38:02,9.0,True
907,Flood irrigation,"Faisalabad, Punjab, Pakistan",,,,,,2007-2008,Potato,,,,,,https://doi.org/10.1007/s10333-022-00911-9,2025-09-12 23:38:02,9.0,True
908,Flood irrigation,"Faisalabad, Punjab, Pakistan",,,,,,2007-2008,Wheat,,,3286 kg ha−1,,,https://doi.org/10.1007/s10333-022-00911-9,2025-09-12 23:38:02,9.0,True
909,Flood irrigation,"Faisalabad, Punjab, Pakistan",,,,,,2007-2008,Wheat,,,3467 kg ha−1,,,https://doi.org/10.1007/s10333-022-00911-9,2025-09-12 23:38:02,9.0,True
920,Irrigation at 100 % of ET0 based on FAO Penman-Monteith equation under drip irrigation,"Lovely Professional University, Phagwara, Punjab",31.25° N,75.70° E,280 m,,,10 March to 10 June 2022,Tomato (Lycopersicon esculentum),,,44.6 t ha-1,94.6 cm,1.33 t ha-1-cm,https://doi.org/10.54386/jam.v25i4.2269,2025-09-12 23:41:20,9.0,True
921,Irrigation at 75 % of ET0 based on FAO Penman-Monteith equation under drip irrigation,"Lovely Professional University, Phagwara, Punjab",31.25° N,75.70° E,280 m,,,10 March to 10 June 2022,Tomato (Lycopersicon esculentum),,,42.15 t ha-1,,1.61 t ha-1-cm,https://doi.org/10.54386/jam.v25i4.2269,2025-09-12 23:41:20,9.0,True
922,Irrigation at 100 % of ET0 based on Blaney-Criddle equation under drip irrigation,"Lovely Professional University, Phagwara, Punjab",31.25° N,75.70° E,280 m,,,10 March to 10 June 2022,Tomato (Lycopersicon esculentum),,,37.5 t ha-1,,1.36 t ha-1-cm,https://doi.org/10.54386/jam.v25i4.2269,2025-09-12 23:41:20,9.0,True
923,Irrigation at 85 % of ET0 based on Blaney-Criddle equation under drip irrigation,"Lovely Professional University, Phagwara, Punjab",31.25° N,75.70° E,280 m,,,10 March to 10 June 2022,Tomato (Lycopersicon esculentum),,,30.9 t ha-1,,1.31 t ha-1-cm,https://doi.org/10.54386/jam.v25i4.2269,2025-09-12 23:41:20,9.0,True
924,Irrigation at 100 % of Epan measured through Class A pan evaporimeter under drip irrigation,"Lovely Professional University, Phagwara, Punjab",31.25° N,75.70° E,280 m,,,10 March to 10 June 2022,Tomato (Lycopersicon esculentum),,,42.7 t ha-1,,1.39 t ha-1-cm,https://doi.org/10.54386/jam.v25i4.2269,2025-09-12 23:41:20,9.0,True
925,Irrigation at 90 % of Epan measured through Class A pan evaporimeter under drip irrigation,"Lovely Professional University, Phagwara, Punjab",31.25° N,75.70° E,280 m,,,10 March to 10 June 2022,Tomato (Lycopersicon esculentum),,,38.5 t ha-1,,1.40 t ha-1-cm,https://doi.org/10.54386/jam.v25i4.2269,2025-09-12 23:41:20,9.0,True
926,Control: Irrigation through drip irrigation (At 50% depletion in field capacity),"Lovely Professional University, Phagwara, Punjab",31.25° N,75.70° E,280 m,,,10 March to 10 June 2022,Tomato (Lycopersicon esculentum),,,28.0 t ha-1,,0.58 t ha-1-cm,https://doi.org/10.54386/jam.v25i4.2269,2025-09-12 23:41:20,9.0,True
927,60% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2016,Garlic (Allium sativum L.),333000,,7.08 t/ha,52.17 cm,3.08 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
928,80% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2016,Garlic (Allium sativum L.),333000,,7.44 t/ha,55.77 cm,3.17 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
929,100% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2016,Garlic (Allium sativum L.),333000,,7.04 t/ha,51.00 cm,2.76 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
930,120% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2016,Garlic (Allium sativum L.),333000,,6.35 t/ha,45.53 cm,2.71 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
931,140% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2016,Garlic (Allium sativum L.),333000,,5.02 t/ha,43.00 cm,2.70 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
932,60% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2017,Garlic (Allium sativum L.),333000,,6.26 t/ha,54.57 cm,1.83 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
933,80% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2017,Garlic (Allium sativum L.),333000,,5.94 t/ha,57.00 cm,1.90 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
934,100% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2017,Garlic (Allium sativum L.),333000,,5.94 t/ha,50.00 cm,1.73 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
935,120% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2017,Garlic (Allium sativum L.),333000,,4.34 t/ha,41.00 cm,0.73 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
936,140% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2017,Garlic (Allium sativum L.),333000,,4.34 t/ha,41.00 cm,0.73 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
937,60% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2018,Garlic (Allium sativum L.),333000,,6.67 t/ha,53.36 cm,1.90 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
938,80% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2018,Garlic (Allium sativum L.),333000,,7.45 t/ha,56.38 cm,2.42 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
939,100% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2018,Garlic (Allium sativum L.),333000,,6.49 t/ha,50.50 cm,1.70 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
940,120% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2018,Garlic (Allium sativum L.),333000,,4.68 t/ha,42.00 cm,0.78 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
941,140% of ASMDL,"Debre Zeit Agricultural Research Center, Oromia region, East Shoa zone, Ethiopia",08°45’51” N,39°00’29” E,1610-1908 m,clay,,2018,Garlic (Allium sativum L.),333000,,4.68 t/ha,42.00 cm,0.78 kg/m3,https://doi.org/10.26855/ijfsa.2021.06.015,2025-09-12 23:41:52,9.0,True
942,Drip irrigation under plastic film,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2018,Oryza sativa L.,30 seeds per hole,,7751.64 kg ha−1,,2.00 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
943,Drip irrigation under plastic film,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2019,Oryza sativa L.,30 seeds per hole,,7245.41 kg ha−1,,1.49 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
944,Drip irrigation under plastic film,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2020,Oryza sativa L.,30 seeds per hole,,8758.25 kg ha−1,,1.96 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
945,Drip irrigation under plastic film,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2020,Oryza sativa L.,30 seeds per hole,,,,,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
946,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2018,Oryza sativa L.,30 seeds per hole,,7566.53 kg ha−1,,2.22 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
947,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2019,Oryza sativa L.,30 seeds per hole,,6665.86 kg ha−1,,1.45 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
948,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2020,Oryza sativa L.,30 seeds per hole,,8431.13 kg ha−1,,1.99 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
949,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2018,Oryza sativa L.,30 seeds per hole,,7129.71 kg ha−1,,2.15 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
950,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2019,Oryza sativa L.,30 seeds per hole,,5950.73 kg ha−1,,1.45 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
951,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2020,Oryza sativa L.,30 seeds per hole,,7066.46 kg ha−1,,1.97 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
952,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2018,Oryza sativa L.,30 seeds per hole,,6566.18 kg ha−1,,2.16 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
953,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2019,Oryza sativa L.,30 seeds per hole,,5324.88 kg ha−1,,1.43 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
954,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2020,Oryza sativa L.,30 seeds per hole,,6039.50 kg ha−1,,1.80 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
955,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2018,Oryza sativa L.,30 seeds per hole,,6003.51 kg ha−1,,2.24 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
956,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2019,Oryza sativa L.,30 seeds per hole,,4213.45 kg ha−1,,1.26 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
957,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2020,Oryza sativa L.,30 seeds per hole,,5118.60 kg ha−1,,1.69 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
958,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2018,Oryza sativa L.,30 seeds per hole,,4907.81 kg ha−1,,2.01 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
959,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2019,Oryza sativa L.,30 seeds per hole,,3710.26 kg ha−1,,1.21 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
960,,"Xixia town, Yinchuan, Ningxia, China",38° 26′ N,106° 03′ E,1123 m,light grey soil,,2020,Oryza sativa L.,30 seeds per hole,,3868.60 kg ha−1,,1.38 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
961,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2018,Oryza sativa L.,30 seeds per hole,,6986.26 kg ha−1,,2.27 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
962,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2019,Oryza sativa L.,30 seeds per hole,,5949.62 kg ha−1,,1.51 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
963,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2020,Oryza sativa L.,30 seeds per hole,,7234.55 kg ha−1,,2.03 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
964,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2018,Oryza sativa L.,30 seeds per hole,,6443.30 kg ha−1,,2.22 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
965,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2019,Oryza sativa L.,30 seeds per hole,,5693.35 kg ha−1,,1.49 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
966,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2020,Oryza sativa L.,30 seeds per hole,,7127.18 kg ha−1,,2.06 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
967,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2018,Oryza sativa L.,30 seeds per hole,,6295.82 kg ha−1,,2.18 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
968,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2019,Oryza sativa L.,30 seeds per hole,,5428.94 kg ha−1,,1.45 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
969,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2020,Oryza sativa L.,30 seeds per hole,,7015.22 kg ha−1,,2.08 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
970,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2018,Oryza sativa L.,30 seeds per hole,,6530.92 kg ha−1,,2.14 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
971,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2019,Oryza sativa L.,30 seeds per hole,,5927.83 kg ha−1,,1.56 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
972,,"Hongguang town, Yinchuan, Ningxia, China",38° 42′ N,106° 20′ E,1105 m,irrigation silty soil,,2020,Oryza sativa L.,30 seeds per hole,,7179.55 kg ha−1,,2.15 kg·m−3,https://doi.org/10.1038/s41598-022-20652-3,2025-09-12 23:43:19,10.0,True
973,60% Maximum Allowable Depletion,"Burlington, Michigan",,,,Oshtemo/Spinks sandy loam,24.3 ha,2021,Corn,,,"14,681 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
974,50% Maximum Allowable Depletion,"Burlington, Michigan",,,,Oshtemo/Spinks sandy loam,24.3 ha,2021,Corn,,,"15,183 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
975,30% Maximum Allowable Depletion,"Burlington, Michigan",,,,Oshtemo/Spinks sandy loam,24.3 ha,2021,Corn,,,"13,740 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
976,,"Burlington, Michigan",,,,Oshtemo/Spinks sandy loam,24.3 ha,2021,Non-irrigated Corn,,,"12,108 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
977,60% Maximum Allowable Depletion,"Union City, Michigan",,,,Oshtemo sandy loam,15.4 ha,2022,Soybean,,,"4,127 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
978,50% Maximum Allowable Depletion,"Union City, Michigan",,,,Oshtemo sandy loam,15.4 ha,2022,Soybean,,,"4,315 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
979,30% Maximum Allowable Depletion,"Union City, Michigan",,,,Oshtemo sandy loam,15.4 ha,2022,Soybean,,,"4,356 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
980,,"Union City, Michigan",,,,Oshtemo sandy loam,15.4 ha,2022,Non-irrigated Soybean,,,"3,569 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
981,60% Maximum Allowable Depletion,"Parkville, Michigan",,,,Oshtemo sandy loam,12.9 ha,2023,Soybean,,,"4,127 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
982,50% Maximum Allowable Depletion,"Parkville, Michigan",,,,Oshtemo sandy loam,12.9 ha,2023,Soybean,,,"4,315 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
983,30% Maximum Allowable Depletion,"Parkville, Michigan",,,,Oshtemo sandy loam,12.9 ha,2023,Soybean,,,"4,356 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
984,,"Parkville, Michigan",,,,Oshtemo sandy loam,12.9 ha,2023,Non-irrigated Soybean,,,"3,569 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
985,60% Maximum Allowable Depletion,"Sturgis, Michigan",,,,Oshtemo sandy loam,12.1 ha,2021,Corn,,,"14,681 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
986,50% Maximum Allowable Depletion,"Sturgis, Michigan",,,,Oshtemo sandy loam,12.1 ha,2021,Corn,,,"15,183 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
987,30% Maximum Allowable Depletion,"Sturgis, Michigan",,,,Oshtemo sandy loam,12.1 ha,2021,Corn,,,"13,740 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
988,,"Sturgis, Michigan",,,,Oshtemo sandy loam,12.1 ha,2021,Non-irrigated Corn,,,"12,108 kg/ha",,,https://doi.org/10.3389/fagro.2025.1496198,2025-09-12 23:44:02,9.0,True
989,Non-stressed irrigation (I1),"Shiraz Agricultural Research Station, Iran",29°50'N,52°46'E,1810 m,silty clay,,2006-2007,winter wheat,,,5503 kg/ha,,0.96 kg/m³,https://doi.org/10.2166/ws.2021.246,2025-09-12 23:48:15,9.0,True
990,Post-anthesis water stress (I2),"Shiraz Agricultural Research Station, Iran",29°50'N,52°46'E,1810 m,silty clay,,2006-2007,winter wheat,,,4272 kg/ha,,0.95 kg/m³,https://doi.org/10.2166/ws.2021.246,2025-09-12 23:48:15,9.0,True
991,Non-stressed irrigation (I1),"Shiraz Agricultural Research Station, Iran",29°50'N,52°46'E,1810 m,silty clay,,2007-2008,winter wheat,,,4802 kg/ha,,0.94 kg/m³,https://doi.org/10.2166/ws.2021.246,2025-09-12 23:48:15,9.0,True
992,Post-anthesis water stress (I2),"Shiraz Agricultural Research Station, Iran",29°50'N,52°46'E,1810 m,silty clay,,2007-2008,winter wheat,,,4485 kg/ha,,0.85 kg/m³,https://doi.org/10.2166/ws.2021.246,2025-09-12 23:48:15,9.0,True
993,,United States,,,,,,,,,,,,,https://doi.org/10.13031/trans.14110,2025-09-12 23:57:48,8.0,True
994,80~100% FI,"Xinjiang, China",,,,loam,,,cotton,,,−7.46%,,8.41%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
995,60~80% FI,"Xinjiang, China",,,,loam,,,cotton,,,−20.21%,,3.83%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
996,40~60% FI,"Xinjiang, China",,,,loam,,,cotton,,,−17.74%,,25.95%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
997,"one film, two tubes, six rows","Xinjiang, China",,,,,,,cotton,,,−7.65%,,28.10%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
998,<10 times,"Xinjiang, China",,,,,,,cotton,,,−15.29%,,5.83%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
999,>=10 times,"Xinjiang, China",,,,,,,cotton,,,−12.08%,,13.90%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1000,≤200 kg·ha−1,"Xinjiang, China",,,,,,,cotton,,,−14.95%,,5.31%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1001,200~300 kg·ha−1,"Xinjiang, China",,,,,,,cotton,,,−15.46%,,7.56%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1002,300~400 kg·ha−1,"Xinjiang, China",,,,,,,cotton,,,−13.91%,,10.55%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1003,>400 kg·ha−1,"Xinjiang, China",,,,,,,cotton,,,−17.60%,,−4.19%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1004,"<240,000 plants/ha","Xinjiang, China",,,,,,,cotton,,,−19.04%,,,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1005,">=240,000 plants/ha","Xinjiang, China",,,,,,,cotton,,,−6.36%,,,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1006,average annual temperature >10°C,"Xinjiang, China",,,,,,,cotton,,,−8.15%,,17.80%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1007,average annual temperature ≤10°C,"Xinjiang, China",,,,,,,cotton,,,−15.31%,,1.99%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1008,annual evaporation 1500~2000 mm,"Xinjiang, China",,,,,,,cotton,,,−14.90%,,−3.03%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1009,annual evaporation >2000 mm,"Xinjiang, China",,,,,,,cotton,,,−10.88%,,14.84%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1010,annual precipitation <60 mm,"Xinjiang, China",,,,,,,cotton,,,−8.32%,,18.43%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1011,annual precipitation 60~200 mm,"Xinjiang, China",,,,,,,cotton,,,−15.42%,,2.27%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1012,annual precipitation >200 mm,"Xinjiang, China",,,,,,,cotton,,,−18.72%,,−1.14%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1013,sandy soil,"Xinjiang, China",,,,sandy soil,,,cotton,,,−13.98%,,8.83%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1014,sandy loam soil,"Xinjiang, China",,,,sandy loam,,,cotton,,,−17.63%,,7.93%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1015,loam soil,"Xinjiang, China",,,,loam,,,cotton,,,−8.73%,,13.51%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
1016,initial soil organic carbon 5.8~11.6 g·kg−1,"Xinjiang, China",,,,,,,cotton,,,,,3.41%,https://doi.org/10.3390/plants13050640,2025-09-13 00:00:24,9.0,True
