,altitude_numeric,latitude_decimal_degrees,longitude_decimal_degrees,plant_yield_kg_per_hectare,water_productivity_kg_per_m^3
1139,1360.0,39.4,100.35,8867.0,1.18
1140,1360.0,39.4,100.35,11575.0,1.38
1141,1360.0,39.4,100.35,10116.0,1.35
1142,1360.0,39.4,100.35,9620.0,1.46
1143,1360.0,39.4,100.35,12172.0,1.69
1144,1360.0,39.4,100.35,10962.0,1.7
1145,1360.0,39.4,100.35,9511.0,1.67
1146,1360.0,39.4,100.35,14897.0,2.48
1147,1360.0,39.4,100.35,12232.0,2.27
1148,1360.0,39.4,100.35,12350.0,2.57
1149,290.0,43.3541,-85.178,34969.260194999995,10.011372566223145
1150,290.0,43.3541,-85.178,41272.38157499999,10.180791854858398
1151,290.0,43.3541,-85.178,34969.260194999995,10.011372566223145
1152,290.0,43.3541,-85.178,41272.38157499999,10.180791854858398
1153,290.0,43.3541,-85.178,34969.260194999995,10.011372566223145
1154,290.0,43.3541,-85.178,41272.38157499999,10.180791854858398
1155,290.0,43.3541,-85.178,34969.260194999995,10.011372566223145
1156,290.0,43.3541,-85.178,41272.38157499999,10.180791854858398
1157,290.0,43.3541,-85.178,34969.260194999995,10.011372566223145
1158,290.0,43.3541,-85.178,41272.38157499999,10.180791854858398
1159,470.0,44.3079869,86.0549057,8015.0,1.35
1160,470.0,44.3079869,86.0549057,8190.0,1.39
1161,470.0,44.3079869,86.0549057,8259.0,1.53
1162,470.0,44.3079869,86.0549057,7729.0,1.47
1163,470.0,44.3079869,86.0549057,6805.0,1.36
1164,470.0,44.3079869,86.0549057,8064.0,1.37
1165,470.0,44.3079869,86.0549057,7273.0,1.24
1166,470.0,44.3079869,86.0549057,5305.0,0.91
1167,470.0,44.3079869,86.0549057,8843.0,1.58
1168,470.0,44.3079869,86.0549057,7969.0,1.5
1169,470.0,44.3079869,86.0549057,7033.0,1.39
1170,470.0,44.3079869,86.0549057,8015.0,8.830930709838867
1171,470.0,44.3079869,86.0549057,8015.0,1.35
1172,470.0,44.3079869,86.0549057,8190.0,1.39
1173,470.0,44.3079869,86.0549057,8259.0,1.53
1174,470.0,44.3079869,86.0549057,7729.0,1.47
1175,470.0,44.3079869,86.0549057,6805.0,1.36
1176,470.0,44.3079869,86.0549057,8874.0,1.58
1177,470.0,44.3079869,86.0549057,8239.0,1.39
1178,470.0,44.3079869,86.0549057,7543.0,1.28
1179,470.0,44.3079869,86.0549057,5547.0,0.94
1180,470.0,44.3079869,86.0549057,8015.0,1.35
1181,470.0,44.3079869,86.0549057,8190.0,1.39
1182,470.0,44.3079869,86.0549057,8259.0,1.53
1183,470.0,44.3079869,86.0549057,7729.0,1.47
1184,470.0,44.3079869,86.0549057,6805.0,1.36
1185,470.0,44.3079869,86.0549057,8874.0,1.58
1186,470.0,44.3079869,86.0549057,8239.0,1.39
1187,470.0,44.3079869,86.0549057,7969.0,1.5
1188,470.0,44.3079869,86.0549057,7543.0,1.28
1189,470.0,44.3079869,86.0549057,5547.0,0.94
1190,1097.0,38.93333333333333,106.81666666666666,6500.0,3.18
1191,1097.0,38.93333333333333,106.81666666666666,6600.0,3.81
1192,1097.0,38.93333333333333,106.81666666666666,5900.0,4.5600000000000005
1193,1097.0,38.93333333333333,106.81666666666666,8000.0,4.13
1194,1097.0,38.93333333333333,106.81666666666666,7800.0,4.66
1195,1097.0,38.93333333333333,106.81666666666666,7300.0,5.35
1196,470.0,44.3079869,86.0549057,8015.0,1.35
1197,470.0,44.3079869,86.0549057,8015.0,1.35
1198,470.0,44.3079869,86.0549057,8190.0,1.39
1199,470.0,44.3079869,86.0549057,8259.0,1.53
1200,470.0,44.3079869,86.0549057,7729.0,1.47
1201,470.0,44.3079869,86.0549057,6805.0,1.36
1202,470.0,44.3079869,86.0549057,8874.0,1.58
1203,470.0,44.3079869,86.0549057,8239.0,1.39
1204,470.0,44.3079869,86.0549057,7543.0,1.28
1205,470.0,44.3079869,86.0549057,5547.0,0.94
1206,470.0,44.3079869,86.0549057,8015.0,1.35
1207,470.0,44.3079869,86.0549057,8015.0,1.35
1208,470.0,44.3079869,86.0549057,8015.0,1.35
1209,470.0,44.3079869,86.0549057,8015.0,1.35
1210,470.0,44.3079869,86.0549057,8015.0,1.35
1211,470.0,44.3079869,86.0549057,8015.0,1.35
1212,470.0,44.3079869,86.0549057,8190.0,1.39
1213,470.0,44.3079869,86.0549057,8259.0,1.53
1214,470.0,44.3079869,86.0549057,7729.0,1.47
1215,470.0,44.3079869,86.0549057,6805.0,1.36
1216,470.0,44.3079869,86.0549057,8064.0,1.37
1217,470.0,44.3079869,86.0549057,7273.0,1.24
1218,470.0,44.3079869,86.0549057,5305.0,0.91
1219,470.0,44.3079869,86.0549057,8843.0,1.58
1220,470.0,44.3079869,86.0549057,7969.0,1.5
1221,470.0,44.3079869,86.0549057,7033.0,1.39
1222,1100.0,38.66666666666666,106.3,1678.29225,26.69
1223,1100.0,38.66666666666666,106.3,2231.6751,9.942523956298828
1224,1100.0,38.66666666666666,106.3,2440.32765,9.942523956298828
1225,1100.0,38.66666666666666,106.3,2549.18985,9.942523956298828
1226,1100.0,38.66666666666666,106.3,1995.807,9.942523956298828
1227,1100.0,38.66666666666666,106.3,1941.3759,9.942523956298828
1228,1100.0,38.66666666666666,106.3,3265.866,9.718496322631836
1229,1100.0,38.66666666666666,106.3,3891.82365,9.718496322631836
1230,1100.0,38.66666666666666,106.3,3093.50085,9.942523956298828
1231,1100.0,38.66666666666666,106.3,2558.2617,9.942523956298828
1232,1100.0,38.66666666666666,106.3,2884.8483,9.942523956298828
1233,1100.0,38.66666666666666,106.3,3401.94375,9.718496322631836
1234,1100.0,38.66666666666666,106.3,3556.1652,9.718496322631836
1235,1100.0,38.66666666666666,106.3,3175.1475,9.942523956298828
1236,1100.0,38.66666666666666,106.3,1787.1544499999998,9.942523956298828
1237,1100.0,38.66666666666666,106.3,1678.29225,9.942523956298828
1238,1100.0,38.66666666666666,106.3,2231.6751,9.942523956298828
1239,1100.0,38.66666666666666,106.3,2440.32765,9.942523956298828
1240,1100.0,38.66666666666666,106.3,2549.18985,9.942523956298828
1241,1100.0,38.66666666666666,106.3,1995.807,9.942523956298828
1242,1100.0,38.66666666666666,106.3,1941.3759,9.942523956298828
1243,1100.0,38.66666666666666,106.3,3265.866,9.718496322631836
1244,1100.0,38.66666666666666,106.3,3891.82365,9.718496322631836
1245,1100.0,38.66666666666666,106.3,3093.50085,9.942523956298828
1246,1100.0,38.66666666666666,106.3,2558.2617,9.942523956298828
1247,1100.0,38.66666666666666,106.3,2884.8483,9.942523956298828
1248,1100.0,38.66666666666666,106.3,3401.94375,9.718496322631836
1249,1100.0,38.66666666666666,106.3,3556.1652,9.718496322631836
1250,1100.0,38.66666666666666,106.3,3175.1475,9.942523956298828
1251,1100.0,38.66666666666666,106.3,1787.1544499999998,9.942523956298828
1252,1100.0,38.66666666666666,106.3,1678.29225,26.69
1253,1100.0,38.66666666666666,106.3,1941.3759,26.04
1254,1100.0,38.66666666666666,106.3,2884.8483,13.25
1255,1100.0,38.66666666666666,106.3,1678.29225,9.942523956298828
1256,1100.0,38.66666666666666,106.3,2231.6751,9.942523956298828
1257,1100.0,38.66666666666666,106.3,2440.32765,9.942523956298828
1258,1100.0,38.66666666666666,106.3,2549.18985,9.942523956298828
1259,1100.0,38.66666666666666,106.3,1995.807,9.942523956298828
1260,1100.0,38.66666666666666,106.3,1941.3759,9.942523956298828
1261,1100.0,38.66666666666666,106.3,3265.866,9.718496322631836
1262,1100.0,38.66666666666666,106.3,3891.82365,9.718496322631836
1263,1100.0,38.66666666666666,106.3,3093.50085,9.942523956298828
1264,1100.0,38.66666666666666,106.3,2558.2617,9.942523956298828
1265,1100.0,38.66666666666666,106.3,2884.8483,9.942523956298828
1266,1100.0,38.66666666666666,106.3,3401.94375,9.718496322631836
1267,1100.0,38.66666666666666,106.3,3556.1652,9.718496322631836
1268,1100.0,38.66666666666666,106.3,3175.1475,9.942523956298828
1269,1100.0,38.66666666666666,106.3,1787.1544499999998,9.942523956298828
1270,1097.0,38.93333333333333,106.81666666666666,13400.0,2.18
1271,1097.0,38.93333333333333,106.81666666666666,13500.0,2.68
1272,1097.0,38.93333333333333,106.81666666666666,12100.0,2.98
1273,1097.0,38.93333333333333,106.81666666666666,13700.0,2.19
1274,1097.0,38.93333333333333,106.81666666666666,13700.0,2.73
1275,1097.0,38.93333333333333,106.81666666666666,12200.0,2.96
1276,247.0,30.9,75.8,22246.0,5.82
1277,247.0,30.9,75.8,28811.0,6.12
1278,247.0,30.9,75.8,27695.0,4.96
1279,247.0,30.9,75.8,22048.0,2.82
1280,247.0,30.9,75.8,21542.0,2.76
1281,1100.0,38.66666666666666,106.3,1678.29225,9.942523956298828
1282,1100.0,38.66666666666666,106.3,2231.6751,9.942523956298828
1283,1100.0,38.66666666666666,106.3,2440.32765,9.942523956298828
1284,1100.0,38.66666666666666,106.3,2549.18985,9.942523956298828
1285,1100.0,38.66666666666666,106.3,1995.807,9.942523956298828
1286,1100.0,38.66666666666666,106.3,1941.3759,9.942523956298828
1287,1100.0,38.66666666666666,106.3,3265.866,9.718496322631836
1288,1100.0,38.66666666666666,106.3,3891.82365,9.718496322631836
1289,1100.0,38.66666666666666,106.3,3093.50085,9.942523956298828
1290,1100.0,38.66666666666666,106.3,2558.2617,9.942523956298828
1291,1100.0,38.66666666666666,106.3,2884.8483,9.942523956298828
1292,1100.0,38.66666666666666,106.3,3401.94375,9.718496322631836
1293,1100.0,38.66666666666666,106.3,3556.1652,9.718496322631836
1294,1100.0,38.66666666666666,106.3,3175.1475,9.942523956298828
1295,1100.0,38.66666666666666,106.3,1787.1544499999998,9.942523956298828
1296,1100.0,38.66666666666666,106.3,1678.29225,26.69
1297,1100.0,38.66666666666666,106.3,1678.29225,26.69
1298,1100.0,38.66666666666666,106.3,2231.6751,9.942523956298828
1299,1100.0,38.66666666666666,106.3,2440.32765,9.942523956298828
1300,1100.0,38.66666666666666,106.3,2549.18985,9.942523956298828
1301,1100.0,38.66666666666666,106.3,1995.807,9.942523956298828
1302,1100.0,38.66666666666666,106.3,1941.3759,9.942523956298828
1303,1100.0,38.66666666666666,106.3,3265.866,9.718496322631836
1304,1100.0,38.66666666666666,106.3,3891.82365,9.718496322631836
1305,1100.0,38.66666666666666,106.3,3093.50085,9.942523956298828
1306,1100.0,38.66666666666666,106.3,2558.2617,9.942523956298828
1307,1100.0,38.66666666666666,106.3,2884.8483,9.942523956298828
1308,1100.0,38.66666666666666,106.3,3401.94375,9.718496322631836
1309,1100.0,38.66666666666666,106.3,3556.1652,9.718496322631836
1310,1100.0,38.66666666666666,106.3,3175.1475,9.942523956298828
1311,1100.0,38.66666666666666,106.3,1787.1544499999998,9.942523956298828
1312,1100.0,38.66666666666666,106.3,1678.29225,26.69
1313,1100.0,38.66666666666666,106.3,2231.6751,9.942523956298828
1314,1100.0,38.66666666666666,106.3,2440.32765,9.942523956298828
1315,1100.0,38.66666666666666,106.3,2549.18985,9.942523956298828
1316,1100.0,38.66666666666666,106.3,1995.807,9.942523956298828
1317,1100.0,38.66666666666666,106.3,1941.3759,9.942523956298828
1318,1100.0,38.66666666666666,106.3,3265.866,9.718496322631836
1319,1100.0,38.66666666666666,106.3,3891.82365,9.718496322631836
1320,1100.0,38.66666666666666,106.3,3093.50085,9.942523956298828
1321,1100.0,38.66666666666666,106.3,2558.2617,9.942523956298828
1322,1100.0,38.66666666666666,106.3,2884.8483,9.942523956298828
1323,1100.0,38.66666666666666,106.3,3401.94375,9.718496322631836
1324,1100.0,38.66666666666666,106.3,3556.1652,9.718496322631836
1325,1100.0,38.66666666666666,106.3,3175.1475,9.942523956298828
1326,1100.0,38.66666666666666,106.3,1787.1544499999998,9.942523956298828
1327,1100.0,38.66666666666666,106.3,1678.29225,5.77
1328,1100.0,38.66666666666666,106.3,2440.32765,21.35
1329,1100.0,38.66666666666666,106.3,3891.82365,21.35
1330,1100.0,38.66666666666666,106.3,3556.1652,9.718496322631836
1331,1100.0,38.66666666666666,106.3,1678.29225,26.69
1332,1100.0,38.66666666666666,106.3,2231.6751,9.942523956298828
1333,1100.0,38.66666666666666,106.3,2440.32765,9.942523956298828
1334,1100.0,38.66666666666666,106.3,2549.18985,9.942523956298828
1335,1100.0,38.66666666666666,106.3,1995.807,9.942523956298828
1336,1100.0,38.66666666666666,106.3,1941.3759,9.942523956298828
1337,1100.0,38.66666666666666,106.3,3265.866,9.718496322631836
1338,1100.0,38.66666666666666,106.3,3891.82365,9.718496322631836
1339,1100.0,38.66666666666666,106.3,3093.50085,9.942523956298828
1340,1100.0,38.66666666666666,106.3,2558.2617,9.942523956298828
1341,1100.0,38.66666666666666,106.3,2884.8483,9.942523956298828
1342,1100.0,38.66666666666666,106.3,3401.94375,9.718496322631836
1343,1100.0,38.66666666666666,106.3,3556.1652,9.718496322631836
1344,1100.0,38.66666666666666,106.3,3175.1475,9.942523956298828
1345,1100.0,38.66666666666666,106.3,1787.1544499999998,9.942523956298828
1346,149.0,30.29994444444445,30.02775,34690.0,10.3
1347,149.0,30.29994444444445,30.02775,33560.0,8.31
1348,149.0,30.29994444444445,30.02775,34690.0,10.3
1349,149.0,30.29994444444445,30.02775,33560.0,8.31
1350,149.0,30.29994444444445,30.02775,34690.0,10.3
1351,149.0,30.29994444444445,30.02775,33560.0,8.31
1352,149.0,30.29994444444445,30.02775,34690.0,10.3
1353,149.0,30.29994444444445,30.02775,33560.0,8.31
1354,2225.0,8.95,37.86666666666667,42365.5395,7.7
1355,2225.0,8.95,37.86666666666667,39190.392,10.8
1356,2225.0,8.95,37.86666666666667,34019.4375,10.4
1357,2225.0,8.95,37.86666666666667,28394.8905,10.6
1358,2225.0,8.95,37.86666666666667,35470.9335,13.1
1359,2225.0,8.95,37.86666666666667,29755.667999999994,12.3
1360,2225.0,8.95,37.86666666666667,25582.617,11.7
1361,2225.0,8.95,37.86666666666667,23133.2175,12.9
1362,2225.0,8.95,37.86666666666667,26943.3945,14.9
1363,550.0,5.3,37.083333333333336,20828.9676,4.85
1364,550.0,5.3,37.083333333333336,27660.07065,6.45
1365,550.0,5.3,37.083333333333336,27868.7232,6.5
1366,550.0,5.3,37.083333333333336,22325.82285,5.2
1367,550.0,5.3,37.083333333333336,13789.211999999998,3.21
1368,28.0,37.0,10.0,23223.936,7.6
1369,28.0,37.0,10.0,19413.759,6.8
1370,28.0,37.0,10.0,18960.1665,7.0
1371,28.0,37.0,10.0,22861.062,9.0
1372,28.0,37.0,10.0,38918.2365,11.4
1373,28.0,37.0,10.0,28757.7645,9.5
1374,28.0,37.0,10.0,37376.022,13.4
1375,28.0,37.0,10.0,34291.59299999999,12.8
1376,28.0,37.0,10.0,35470.9335,11.4
1377,28.0,37.0,10.0,27669.1425,10.2
1378,28.0,37.0,10.0,32840.097,12.9
1379,28.0,37.0,10.0,29483.5125,12.7
1380,30.0,33.8333,10.64,20611.2432,4.89
1381,30.0,33.8333,10.64,14460.5289,5.6
1382,30.0,33.8333,10.64,8382.3894,11.41
1383,30.0,33.8333,10.64,22788.4872,5.9
1384,30.0,33.8333,10.64,17871.5445,6.78
1385,30.0,33.8333,10.64,10804.57335,15.6
1392,150.0,25.27055555555556,49.73027777777778,2000.0,8.594532012939453
1393,150.0,25.27055555555556,49.73027777777778,2500.0,8.594532012939453
1394,150.0,25.27055555555556,49.73027777777778,2150.0,8.594532012939453
1402,66.0,33.1190254,-88.5916703,6595.0,8.594532012939453
1403,66.0,33.1190254,-88.5916703,6591.0,8.594532012939453
1404,66.0,33.1190254,-88.5916703,6594.0,8.594532012939453
1405,66.0,33.1190254,-88.5916703,6587.0,8.594532012939453
1406,66.0,33.1190254,-88.5916703,6607.0,8.594532012939453
1409,7.0,45.35,11.95,45940.0,1.77
1410,7.0,45.35,11.95,41940.0,1.62
1411,19.0,35.91,10.55,490.667,149.9
1412,19.0,35.91,10.55,414.667,168.9
1413,19.0,35.91,10.55,220.229,134.6
1414,1810.0,29.933333333333334,52.03333333333333,3062.0,0.32
1415,1810.0,29.933333333333334,52.03333333333333,3001.0,0.33
1416,1810.0,29.933333333333334,52.03333333333333,3062.0,0.33
1417,1810.0,29.933333333333334,52.03333333333333,2052.0,0.21
1418,1810.0,29.933333333333334,52.03333333333333,1938.0,0.25
1419,1810.0,29.933333333333334,52.03333333333333,2265.0,0.21
1420,1810.0,29.933333333333334,52.03333333333333,3305.0,0.33
1421,1810.0,29.933333333333334,52.03333333333333,1125.0,0.16
1422,1810.0,29.933333333333334,52.03333333333333,1305.0,0.18
1423,1810.0,29.933333333333334,52.03333333333333,1451.0,0.2
1424,1810.0,29.933333333333334,52.03333333333333,2185.0,0.23
1425,7.0,45.35,11.95,45940.0,1.77
1426,7.0,45.35,11.95,41940.0,1.62
1427,950.0,36.333333333333336,59.583333333333336,3677.0,8.69219970703125
1428,1250.0,36.16666666666666,58.833333333333336,1762.1,8.916229248046875
1429,950.0,36.333333333333336,59.583333333333336,3571.9999999999995,8.69219970703125
1430,950.0,36.333333333333336,59.583333333333336,3446.0,8.69219970703125
1431,7.0,45.35,11.95,45940.0,1.77
1432,7.0,45.35,11.95,41940.0,1.62
1433,976.0,-15.59875,-47.7075,2902.992,8.594532012939453
1434,976.0,-15.59875,-47.7075,2086.5255,8.594532012939453
1435,976.0,-15.59875,-47.7075,2540.1179999999995,8.594532012939453
1436,976.0,-15.59875,-47.7075,1995.807,8.594532012939453
1437,976.0,-15.59875,-47.7075,1814.37,8.594532012939453
1438,976.0,-15.59875,-47.7075,5080.235999999999,8.594532012939453
1439,976.0,-15.59875,-47.7075,3628.74,8.594532012939453
1440,976.0,-15.59875,-47.7075,4445.2065,8.594532012939453
1441,976.0,-15.59875,-47.7075,4717.362,8.594532012939453
1442,7.0,45.35,11.95,45940.0,1.77
1443,7.0,45.35,11.95,41940.0,1.62
1444,7.0,45.35,11.95,45940.0,1.77
1445,7.0,45.35,11.95,41940.0,1.62
1446,521.0,34.333333333333336,108.06666666666666,86908.32299999999,10.740839958190918
1454,66.0,33.1190254,-88.5916703,6595.0,8.594532012939453
1455,66.0,33.1190254,-88.5916703,6591.0,8.594532012939453
1456,66.0,33.1190254,-88.5916703,6594.0,8.594532012939453
1457,66.0,33.1190254,-88.5916703,6587.0,8.594532012939453
1458,66.0,33.1190254,-88.5916703,6607.0,8.594532012939453
1459,1945.0,14.149166666666666,38.28388888888889,29900.0,4.702
1460,1945.0,14.149166666666666,38.28388888888889,22930.0,5.088
1461,1945.0,14.149166666666666,38.28388888888889,25570.0,9.966034889221191
1462,1945.0,14.149166666666666,38.28388888888889,13700.0,8.848677635192871
1463,1945.0,14.149166666666666,38.28388888888889,21900.0,9.815242767333984
1464,1945.0,14.149166666666666,38.28388888888889,19270.0,9.815242767333984
1465,1945.0,14.149166666666666,38.28388888888889,15070.0,8.8541841506958
1466,1473.0,36.9,80.61666666666667,3770.0,0.613
1467,1473.0,36.9,80.61666666666667,4110.0,0.6679999999999999
1468,1473.0,36.9,80.61666666666667,4540.0,0.761
1469,1473.0,36.9,80.61666666666666,3930.0,0.663
1470,1473.0,36.9,80.61666666666667,3770.0,0.613
1471,1473.0,36.9,80.61666666666667,3530.0,0.58
1472,1473.0,36.9,80.61666666666667,2670.0,0.428
1479,66.0,33.1190254,-88.5916703,6594.0,8.594532012939453
1480,66.0,33.1190254,-88.5916703,6607.0,8.594532012939453
1481,66.0,33.1190254,-88.5916703,6591.0,8.594532012939453
1482,66.0,33.1190254,-88.5916703,6587.0,8.594532012939453
1483,66.0,33.1190254,-88.5916703,6595.0,8.594532012939453
1491,66.0,33.1190254,-88.5916703,6595.0,8.594532012939453
1492,66.0,33.1190254,-88.5916703,6591.0,8.594532012939453
1493,66.0,33.1190254,-88.5916703,6594.0,8.594532012939453
1494,66.0,33.1190254,-88.5916703,6587.0,8.594532012939453
1495,66.0,33.1190254,-88.5916703,6607.0,8.594532012939453
1496,1203.0,6.066666666666666,37.55055555555556,39281.1105,10.184436798095703
1497,1203.0,6.06667,37.55055555555556,39190.392,10.184436798095703
1498,1203.0,6.066666666666666,37.55055555555556,39099.6735,10.184436798095703
1499,1203.0,6.066666666666666,37.55055555555556,39008.955,10.184436798095703
1500,1203.0,6.06667,37.55055555555556,38918.2365,10.184436798095703
1501,1203.0,6.06667,37.55055555555556,38918.2365,10.184436798095703
1502,1203.0,6.06667,37.55055555555556,13063.464,8.848677635192871
1503,1203.0,6.066666666666666,37.55055555555556,13063.464,8.848677635192871
1504,1203.0,6.06667,37.55055555555556,38373.9255,10.184436798095703
1505,1203.0,6.06667,37.55055555555556,38283.207,10.184436798095703
1506,1203.0,6.066666666666666,37.55055555555556,38192.4885,10.184436798095703
1507,1203.0,6.06667,37.55055555555556,38101.77,10.184436798095703
1508,1203.0,6.06667,37.55055555555556,38011.0515,10.184436798095703
1509,1203.0,6.66667,37.55055555555556,38011.0515,10.184436798095703
1510,1203.0,6.066666666666666,37.55055555555556,12156.279,8.848677635192871
1511,1203.0,6.06667,37.55055555555556,12156.279,8.848677635192871
1522,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1523,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1524,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1525,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1526,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1527,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1528,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1529,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1530,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1531,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1532,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1533,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1534,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1535,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1536,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1537,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1538,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1539,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1540,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1541,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1542,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1543,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1544,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1545,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1546,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1547,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1548,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1549,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1550,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1551,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1552,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1553,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1554,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1555,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1556,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1557,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1558,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1559,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1560,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1561,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1562,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1563,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1564,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1565,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1566,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1567,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1568,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1569,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1570,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1571,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1572,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1573,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1574,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1575,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1576,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1577,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1578,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1579,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1580,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1581,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1582,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1583,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1584,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1585,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1586,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1587,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1588,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1589,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1590,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1591,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1592,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1593,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1594,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1595,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1596,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1597,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1598,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1599,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1600,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1601,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1602,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1603,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1604,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1605,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1606,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1607,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1608,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1609,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1610,28.0,36.833333333333336,116.56666666666666,1848.0,0.4599999999999999
1611,28.0,36.833333333333336,116.56666666666666,4500.0,0.91
1612,28.0,36.833333333333336,116.56666666666666,4829.0,0.77
1613,28.0,36.833333333333336,116.56666666666666,4751.0,0.85
1614,28.0,36.833333333333336,116.56666666666666,4905.0,1.39
1615,28.0,36.833333333333336,116.56666666666666,5229.0,1.41
1616,28.0,36.833333333333336,116.56666666666666,5629.0,1.44
1617,28.0,36.833333333333336,116.56666666666666,5716.0,1.42
1618,600.0,33.333333333333336,36.43333333333333,4500.0,0.588
1619,600.0,33.333333333333336,36.43333333333333,3091.1,0.513
1620,600.0,33.333333333333336,36.43333333333333,2740.2,0.457
1621,600.0,33.333333333333336,36.43333333333333,4827.0,0.593
1622,600.0,33.333333333333336,36.43333333333333,3133.4,0.492
1623,600.0,33.333333333333336,36.43333333333333,2412.1,0.375
1624,600.0,33.333333333333336,36.43333333333333,4500.0,0.588
